mean,std,min,max,contrast,homogeneity,energy,asm,edge_count,hist_0,hist_1,hist_2,hist_3,hist_4,hist_5,hist_6,hist_7,hist_8,hist_9,hist_10,hist_11,hist_12,hist_13,hist_14,hist_15,hist_16,hist_17,hist_18,hist_19,hist_20,hist_21,hist_22,hist_23,hist_24,hist_25,hist_26,hist_27,hist_28,hist_29,hist_30,hist_31,tumor
0.3497103467122762,0.35447465822199675,0.0,1.0,877.2775902258658,0.43953736171462715,0.3285600899606447,0.10795173271494693,17527,12.50991229124114,0.33833954103087827,0.1765389082462253,0.2454243261644439,0.38864191597581,0.443429853017742,0.4437502503103849,0.4812367335496015,0.5273739436901759,0.5956185670231087,0.6439985582121831,0.7481276783211182,0.8689174576474828,0.9426088349553446,0.9426088349553446,0.9909888261444191,0.9669590291962032,0.8516160038447675,0.7888181344867636,0.6718731226721134,0.5876086347070367,0.5235291761784613,0.48219792542753015,0.4136329048019544,0.3399415274940927,0.27810485001401736,0.23645320197044334,0.21210300772958468,0.20409307541351276,0.2370939965557291,0.40626376707116824,3.5121951219512195,1
0.4270216661338016,0.3937226175928943,0.0,1.0,293.42412373368006,0.4780201680340492,0.33765050605267805,0.11400786423762956,65449,12.112684892241962,0.25275682107027936,0.1707255076931397,0.1629377247775885,0.1600822043752197,0.16812958005462264,0.18552229523268707,0.20957789134961197,0.24721884210810957,0.2890998080095184,0.35953597793461506,0.46008490846650985,0.5560477001703578,0.6473378221248749,0.7104188637408398,0.7587896487385414,0.7649333441496985,0.7452908250182526,0.7248695275952516,0.7162164354668613,0.7048808847786702,0.6758064952272789,0.6637786971688164,0.6342716530110056,0.6216381385035559,0.5826126930045158,0.5392607014412807,0.5169357237500338,0.4941780914523674,0.48215029339390497,0.5332900678726914,5.148935940077337,1
0.31471395189157153,0.41050316085471195,0.0,1.0,253.35966152862358,0.6681445735911933,0.51369169739464,0.2638791599721864,40108,18.125415482226718,0.31837745836266584,0.23230766031895966,0.2172894073196161,0.20402962065247418,0.1940016099472163,0.20065526633933053,0.2056455086334162,0.20978028081994435,0.22256480631622097,0.22555895169267237,0.23639490638840124,0.2426208277267367,0.24832396177712032,0.2530290473686868,0.24319114113177506,0.24794375284042808,0.2539795697104174,0.25336173018829256,0.276982210380298,0.3092524438820521,0.3071612947302447,0.31362484665401286,0.32227459996376134,0.3381007969535759,0.366616467205494,0.4293984678768004,0.47830284235884,0.5161811576768046,0.5939814113474545,0.6674567883632302,4.746195682846339,1
0.1768166624674561,0.2192382264313497,0.0,1.0,44.48711736947032,0.5649045886033316,0.4191786257078174,0.17571072025029447,23805,15.250753338372386,0.6791836734693878,0.5946082136558327,0.4650440917107584,0.37869488536155205,0.4202166792642983,1.014179894179894,2.1147896195515243,2.3461022927689594,1.8391332829428066,1.2377525825144873,0.8361602418745276,0.5972688334593097,0.47713781809019906,0.44504913076341646,0.44432350718065006,0.3866767447719829,0.3089543965734442,0.26783572688334595,0.23002267573696145,0.19712773998488284,0.19003275384227766,0.16850592088687327,0.15528344671201813,0.17076341647770218,0.2092214663643235,0.13891660367850844,0.0673217435122197,0.06248425296044344,0.08796170319979844,0.1056185437137818,0.1128747795414462,1
0.264464144243556,0.2312175645333424,0.0,1.0,732.5080685315951,0.3264571064961261,0.21299978628469343,0.04536890895732508,16785,9.783189033189034,0.8023088023088023,0.46320346320346323,0.3874458874458874,0.33694083694083693,0.338023088023088,0.3481240981240981,0.4657287157287157,0.7896825396825397,1.5696248196248197,3.6183261183261184,5.095598845598846,2.5836940836940836,1.0984848484848484,0.5548340548340548,0.35894660894660896,0.2784992784992785,0.2510822510822511,0.26262626262626265,0.30194805194805197,0.332972582972583,0.3362193362193362,0.25144300144300147,0.20093795093795094,0.16522366522366522,0.12012987012987013,0.09126984126984126,0.07936507936507936,0.06313131313131314,0.07287157287157287,0.10858585858585859,0.48953823953823955,1
0.22700588708303696,0.2333127647049655,0.0,1.0,1066.408601670978,0.293453909958943,0.08913262098105958,0.007944624122953221,16194,11.309801832201158,1.2635380129941245,0.7075434000799183,0.5815684707484201,0.5957761695452056,0.7345380277938107,0.9670706981012003,1.2919534105876955,1.7101333451730822,2.0170196391836495,2.263760008287824,2.2727582175257885,1.5718450768843701,0.9329722209889151,0.512424336604064,0.3182524530479954,0.24342523938492505,0.18943598395714012,0.1685980257218547,0.16812443576196184,0.14965442732614068,0.16528289600260473,0.1619677662833548,0.16907161568174756,0.16244135624324765,0.14444493776731934,0.1506016072459264,0.1354467285293552,0.11650313013364116,0.12786928917106957,0.1648093060427119,0.531367934999778,1
0.39594059102374496,0.3392865492396121,0.0,1.0,1825.9904680085092,0.2964095032286822,0.21757902360639614,0.04734063151351269,19752,10.28374285209785,0.7367262947720142,0.4646374095051818,0.33380872825068253,0.28425899515097186,0.25166048653274115,0.23992502343017807,0.23123208779864987,0.2499218994064355,0.26296130285372776,0.2986023389429934,0.30772992135609795,0.42160737812911725,0.5789495130597775,0.7710633905165505,1.0653192616437799,1.3660948344946553,1.687298806079622,1.7737935156133273,1.7142469065373593,1.436072966328457,1.1922361218640913,0.8501691047634571,0.5819920405308123,0.40639474077394294,0.3185960908955082,0.26296130285372776,0.2316667345802263,0.21775803756978118,0.26643847710633906,0.5098406747891284,2.4022927617728156,1
0.4118025676654673,0.3264789282264913,0.0,1.0,1830.4821891152328,0.24312800689430977,0.1623204811726342,0.026347938608115493,23944,8.21029678982435,0.6756632344033919,0.40198667474258026,0.35508176862507573,0.33608721986674744,0.3329860690490612,0.345778316172017,0.3655481526347668,0.4035372501514234,0.5097516656571774,0.6163537250151423,0.8031980617807389,1.0474136886735312,1.3583040581465777,1.5044457904300423,1.6769473046638401,1.6571774682010902,1.5629800121138704,1.3125620835857057,1.006711084191399,0.7407874015748032,0.5616959418534222,0.4368746214415506,0.3531435493640218,0.3364748637189582,0.3384130829800121,0.3384130829800121,0.3589582071471835,0.3450030284675954,0.41400363416111446,0.6636462749848576,2.6297758933979405,1
0.2640289406571206,0.2680053391516377,0.0,1.0,1015.3580356054138,0.34448606550132904,0.2110688764481702,0.04455007060509294,20992,12.094202458335864,0.99175829738979,0.5303849502865359,0.47465727072069336,0.5080290788327967,0.469473300528522,0.4461454346637507,0.5621367677135857,0.7656075977563129,1.0147621651175505,1.1608853249093818,1.2379968815179312,1.2982605350019238,1.3533402182937448,1.4369317376425086,1.5143672923880687,1.558107040884515,1.1333454832634713,0.5893526112224855,0.2922463195836624,0.21837474434522003,0.19018690642528804,0.18014296417795597,0.17755097908187029,0.1811149585889881,0.15875908713524897,0.15746309458720611,0.1538991150800883,0.13445922685944556,0.13057124921531701,0.13737521009254197,0.7481116983577344,1
0.23351822264141905,0.19564837263879495,0.0,1.0,873.2302187384386,0.295142101789479,0.09960367726894483,0.009920892525496116,18406,8.488953394613771,1.6340221623240492,0.7195152855530214,0.5447969221554128,0.6402653949823761,0.7021908908701362,1.0586310963669454,1.8935194784251388,2.647314949201742,3.4427626880457067,3.274679199207501,1.8544474393530996,1.0431497223950055,0.6295758748588938,0.47918538484576223,0.3977238694219826,0.3516483516483517,0.31626235399820307,0.26244614923860204,0.24217292141820443,0.1916741539383049,0.17840440481949915,0.1503904900131315,0.1256940124864653,0.10689520123482388,0.08846499412537148,0.08256732785034672,0.07150920358467529,0.13859515746308199,0.06376851659870528,0.05013016333771051,0.1286428456239777,1
